id,id_artist,num_samples,sr,duration_ms,bpm,centroid_mean,centroid_std,rolloff_mean,rolloff_std,flux_mean,flux_std,rms_mean,rms_std,zcr_mean,zcr_std,flatness_mean,flatness_std,spectral_complexity_mean,spectral_complexity_std,pitch_mean,pitch_std,loudness_mean,loudness_std,silence_start_sec,silence_end_sec,silence_middle_total_sec,silence_middle_count,silence_middle_mean_sec,is_silent
TR174989,ART25707984,3684097,22050,167079.2290249433,172.265625,2604.1354434264845,1109.0493717807656,5752.017983759423,2259.970121451051,2.0795846,2.732911,0.11203138,0.048712984,0.10064368171119371,0.08532739279320443,0.039456535,0.07909867,2800.4762094739935,529.4438075712875,107.05901880126883,74.97109511000119,-7.5866814,8.447483,0.53,1.06,5.83,44,0.13,False
TR357474,ART07024718,3374593,22050,153042.7664399093,92.28515625,2713.278689796771,847.7207681905367,5992.773400464104,1723.5293529641337,1.6182978,1.6434655,0.29442284,0.124163456,0.10882820203466323,0.06212782208933266,0.033522632,0.07830471,2767.9556943234247,443.5409338089706,156.92107322194983,116.98668629379318,-7.938689,11.29761,0.49,4.09,1.58,10,0.16,False
TR253898,ART07024718,2900957,22050,131562.67573696145,123.046875,2329.759401153814,934.6396831096023,5479.582626391249,2246.181053589209,1.4708872,1.5442928,0.2931962,0.105000466,0.07970945800608895,0.05220532638879811,0.021041688,0.03836212,2601.218942836645,731.7065344578218,99.5288468684461,72.67369199126367,-6.962654,8.325912,0.21,3.11,1.58,12,0.13,False
TR802307,ART07024718,3787896,22050,171786.66666666666,103.359375,2331.302222985113,987.5245626816675,5035.648249948262,1986.8440357526217,1.6803464,1.6642491,0.35486016,0.10960848,0.08566633529446546,0.06896787223101906,0.03225799,0.08061202,2479.1752031972383,598.8012925473134,104.52053150468184,63.96018485542247,-6.8676944,10.473437,0.28,6.76,0.02,1,0.02,False
TR198241,ART25707984,6284838,22050,285026.6666666666,112.34714673913044,2293.8526838967923,997.5349661925952,5008.125587083028,2223.410756007766,1.4712039,1.6057006,0.24283946,0.11453942,0.084489680066797,0.05630979375834747,0.019099476,0.061883498,2452.780439115792,700.703881851544,119.12644808170079,91.78314305094025,-9.883041,8.974439,0.19,5.55,7.66,95,0.08,False
TR958743,ART25707984,5376257,22050,243821.179138322,151.99908088235293,2981.3772990472416,800.6975106308272,6397.569809199719,1338.0219000194697,1.5788578,1.4604791,0.23451497,0.07381092,0.12256868393486335,0.0732452195324854,0.047408972,0.072340295,2836.817277471722,367.4179125918938,102.3271414687782,78.10383448403138,-4.901603,6.4598703,0.12,1.4,1.58,19,0.08,False
TR414333,ART25707984,5248769,22050,238039.41043083902,112.34714673913044,3077.8502930491395,761.8198727988313,6539.832486001207,1040.806642057318,1.6322923,1.6146002,0.23301694,0.09329899,0.14278363939658115,0.07575006338220995,0.04535148,0.04647546,2873.7200189960054,272.84671084696464,130.35740340694812,83.83460505568331,-7.157256,5.980604,0.79,3.1,1.83,31,0.06,False
TR988738,ART25707984,5081202,22050,230440.0,151.99908088235293,2617.171907817818,858.1786364840085,5745.774559193955,1636.0071362322005,1.6053977,1.5355202,0.3297243,0.11299567,0.10441671914357682,0.0680226480376822,0.030353665,0.036425762,2701.9990715653116,415.1981965297489,119.5603274899912,89.92034204567507,-5.6621447,3.5997758,0.02,0.0,0.53,8,0.07,False
TR234738,ART25707984,2145793,22050,97314.87528344672,92.28515625,2189.44826030032,984.3327719020552,4891.134562019173,2168.4945701064644,1.8112768,1.7064971,0.092093304,0.055373043,0.07932298966036498,0.055447871363644825,0.017169394,0.04096514,2499.787716471414,614.6734939542438,159.362198544489,82.35228884592438,-12.636486,7.188414,0.16,0.63,9.66,94,0.1,False
TR532822,ART25707984,5783274,22050,262280.0,99.38401442307692,2138.37526347341,690.9250957368911,4786.961062163874,1644.2508624280204,1.4528155,1.3585428,0.26166335,0.13224885,0.08346652714456444,0.046643683879889694,0.017252296,0.02337826,2458.605514186448,433.2404545978819,111.8529966859721,89.04251196734596,-8.627434,6.446577,0.05,3.03,15.51,41,0.38,False
TR975112,ART25707984,4537890,22050,205800.0,107.666015625,2827.2293557494004,777.3880509590047,6277.506881328266,1400.2735298688742,1.5234771,1.3952078,0.2718553,0.095735244,0.12625292836543886,0.07290240180963367,0.04358372,0.068304665,2791.0791497604814,377.6728816742015,139.05276098423494,120.04752001216963,-6.415858,7.9728007,0.37,2.32,1.07,11,0.1,False
TR576460,ART07024718,4521217,22050,205043.85487528343,123.046875,3182.815123657101,769.689157312402,6745.248447297694,1391.5468847237821,1.5470449,1.620426,0.28660154,0.10777806,0.14687976614695392,0.0663232557474043,0.051342633,0.061355192,2895.092982073036,341.32421588620895,154.15021700008427,117.0662573888782,-6.7492146,8.15692,0.37,8.9,0.95,9,0.11,False
TR265400,ART07024718,5403905,22050,245075.0566893424,123.046875,2687.5860711915166,1029.7657915006391,6007.55048194354,1865.369142974107,1.5737054,1.5752285,0.31543204,0.10806576,0.09237138611736144,0.07101418226157774,0.035751116,0.11456006,2772.846487286454,531.990148442444,104.34203920074334,77.54186762282889,-6.5915895,12.611188,1.09,6.16,1.28,11,0.12,False
TR703446,ART25707984,7141377,22050,323871.9727891157,89.10290948275862,2734.380292019659,731.28164239247,5290.449745221432,1360.0641444185821,1.8624277,1.6227934,0.1507347,0.08775743,0.15050236016022653,0.07194026960837445,0.032078505,0.05200249,2348.5963467277784,380.36635417911987,250.31683626564825,83.72853517849875,-12.648131,6.840608,1.7,0.44,38.13,409,0.09,False
TR253127,ART07024718,4593162,22050,208306.6666666667,123.046875,2299.7472529024167,1138.901752968964,5139.585818640632,2444.907050954954,1.4351288,1.3690726,0.224388,0.08947861,0.07807144797703967,0.06336730852306521,0.015782652,0.0384156,2633.577495428918,675.3627167591382,120.99870958622714,86.19527411388495,-6.9831333,6.8876624,0.37,2.65,0.44,2,0.22,False
TR226814,ART07024718,4934790,22050,223800.0,123.046875,3079.4928463590477,964.2079267677623,6365.917649611928,1571.2795589673774,1.633264,1.7971766,0.23456322,0.09571369,0.15343226410934743,0.11100129628760863,0.064771384,0.0800972,2790.6418137668543,342.57516348673727,109.91320514011832,88.82335677160542,-7.0548058,6.608125,3.76,0.75,0.37,9,0.04,False
TR232256,ART25707984,4989474,22050,226280.0,107.666015625,2802.2866752551176,801.6754617537471,6498.174308590544,1542.8533830100266,2.0709395,2.4668262,0.2860824,0.120761685,0.0921365075255233,0.06428330549028927,0.02800813,0.05871408,2933.992123016151,442.35500423323236,138.36176742169275,88.78127271501404,-7.1680593,6.248072,0.0,0.74,3.83,87,0.04,False
TR343758,ART07024718,5296385,22050,240198.86621315192,89.10290948275862,2318.7558848227354,1018.2490676001729,4997.324619947741,1970.0078709937652,1.8836896,2.2535207,0.12277916,0.066214375,0.09357234020057999,0.0810485158257083,0.023811316,0.04711788,2495.9309758832264,550.5341154667337,116.24154279489353,79.12357014797703,-9.595072,10.118312,10.77,4.01,3.6,28,0.13,False
TR382463,ART25707984,5326104,22050,241546.66666666666,117.45383522727273,3170.297696891215,901.1606302393798,6789.729637784773,1527.0358496079857,1.4649428,1.5650145,0.21195093,0.12831078,0.14105202901206382,0.08726257210172574,0.055193406,0.057427224,2944.6998524463893,373.5590662824661,116.57063841189502,81.9239642258112,-11.33667,8.449181,0.05,2.17,35.22,80,0.44,False
TR553134,ART25707984,4201217,22050,190531.38321995465,92.28515625,2045.5542583907231,605.1091175889557,4086.409435788219,1798.7751822986027,1.6713574,1.6102723,0.0873775,0.040335678,0.09686426566689008,0.03826899150401231,0.009063759,0.02029669,2170.079145968483,474.59878390503445,215.95320238538355,99.73338587002507,-11.220913,4.5934243,0.07,0.0,6.71,92,0.07,False
TR546164,ART07024718,3527530,22050,159978.68480725624,123.046875,2421.1848135866585,944.6221963134875,5494.232718103683,2130.9578957243734,1.5432543,1.4855757,0.30800912,0.107965864,0.08770282451923077,0.05860106749272501,0.02560737,0.060998686,2648.537515387697,670.1101831721273,120.51828578643612,88.99027908600691,-6.5102267,10.0859375,0.35,4.52,1.04,6,0.17,False
TR957680,ART25707984,5765046,22050,261453.3333333333,172.265625,2654.9884762768997,1125.2305255010085,5957.376741507549,2227.980653916084,1.938563,2.4894638,0.26370248,0.11016963,0.09064789631438722,0.07020175389611638,0.02853393,0.045215636,2838.556157670004,584.3896843974784,97.08488567870405,78.62005861372266,-7.1724954,6.4849696,0.07,4.57,1.79,14,0.13,False
TR345528,ART25707984,6903708,22050,313093.3333333333,151.99908088235293,2689.090755634971,742.0957158903238,5785.387517294803,1411.1269934606223,1.5120102,1.3089025,0.26227018,0.09042758,0.12178623015008529,0.05634407281076323,0.030625042,0.040932506,2653.381921848919,388.0654942600657,132.22209729828137,98.76001571986826,-6.469041,6.934431,2.6,3.25,0.0,0,0.0,False
TR871111,ART25707984,3684097,22050,167079.2290249433,172.265625,2604.1354434264845,1109.0493717807656,5752.017983759423,2259.970121451051,2.0795846,2.732911,0.11203138,0.048712984,0.10064368171119371,0.08532739279320443,0.039456535,0.07909867,2800.4762094739935,529.4438075712875,107.05901880126883,74.97109511000119,-7.5866814,8.447483,0.53,1.06,5.83,44,0.13,False
TR233630,ART25707984,5445076,22050,246942.22222222222,89.10290948275862,2224.9287090887933,884.0561926681374,4991.5878231333745,1832.042229660354,1.5538583,1.5920191,0.2538186,0.117159694,0.07755618792606958,0.057987505017158,0.017964708,0.027676474,2438.1189894930917,624.2395127417254,123.54420158245973,97.40978075278882,-8.085143,6.3487597,3.65,2.74,2.16,31,0.07,False
TR508264,ART25707984,3371357,22050,152896.0090702948,99.38401442307692,2285.436773165405,1074.4338169782884,5146.97673823676,2347.615745284954,1.8013922,2.0952911,0.33667797,0.15948477,0.06888799413914198,0.06462219146944846,0.019289631,0.0461228,2509.548611667759,763.2018827697822,132.87710637635843,110.07277583858973,-8.399064,12.647374,0.14,5.94,4.78,20,0.24,False
TR249890,ART25707984,7213107,22050,327125.03401360544,89.10290948275862,2662.1355189335814,945.1479161395436,5525.485030431542,1716.1842816442902,1.4860498,1.7304844,0.23138987,0.11254252,0.11749587721360635,0.0907985530294791,0.03713586,0.053186614,2526.5706154096697,523.1557536355538,119.98400055534506,90.65228381332685,-9.203126,8.090245,0.09,3.07,14.14,144,0.1,False
TR264422,ART25707984,3550465,22050,161018.820861678,92.28515625,2489.2633926978783,696.6750984528121,5519.720686931101,1638.7947640088496,1.3383669,1.2461414,0.18893242,0.086215705,0.10426990863824802,0.0467955561166701,0.055811238,0.16875887,2555.7970063843977,583.0768882062255,195.30173300818353,135.34972894583066,-11.50417,12.958634,0.09,5.21,4.55,39,0.12,False
TR942520,ART25707984,5293176,22050,240053.33333333334,123.046875,3007.8475654293143,882.2303289632449,6274.308653917358,1280.3933787332899,2.0379257,2.340847,0.26873416,0.12670974,0.1395057643540236,0.09302194566760884,0.04304951,0.048164155,2767.0809968465833,319.064957685964,159.89588678752014,106.91617866753617,-8.666392,6.4260902,0.3,1.61,10.73,130,0.08,False
TR701532,ART07024718,4066020,22050,184400.0,95.703125,2549.138936548288,933.198550693813,5676.680506425491,1925.045988259729,1.2869306,1.1075525,0.2815964,0.115550436,0.09515987983190632,0.06122508590680815,0.029160643,0.048943378,2676.6675387778832,553.1218431330863,90.06215463485034,57.46272117957763,-7.411024,8.316743,0.42,3.93,0.05,1,0.05,False
TR367642,ART07024718,4116588,22050,186693.3333333333,92.28515625,2605.0043406725904,1003.0783511573702,5566.000944986048,1995.4052094501662,1.2953209,1.2679511,0.23964806,0.11482375,0.1195896785808668,0.07638903077496244,0.03107283,0.040498003,2612.6424084052596,540.4123700718234,96.76983062514826,68.4664255553646,-9.447741,10.186626,0.21,5.04,12.77,43,0.3,False
TR498962,ART07024718,4249770,22050,192733.3333333333,129.19921875,3077.9848083784414,756.0166530430625,6861.488638417059,1363.7781378669122,1.4292587,1.2664268,0.32214868,0.11209879,0.12285835055640887,0.0687991328267109,0.040092953,0.038339075,2985.388068252694,356.0827248774801,100.80408189564129,78.9459710142117,-5.9128566,5.9636674,0.19,1.31,0.86,5,0.17,False
TR434327,ART25707984,5859329,22050,265729.20634920633,103.359375,2677.593086455967,901.1860834437207,5905.304571029244,1705.1716900299512,1.5411528,1.5805801,0.24622326,0.106846996,0.10691153683377021,0.06461946838477345,0.037700694,0.07900283,2730.2677875420895,498.5267391290588,91.75976789133034,63.102459864045926,-9.846376,9.84142,0.84,6.32,3.67,28,0.13,False
TR405648,ART07024718,5096193,22050,231119.86394557822,129.19921875,1757.730147258318,559.4117129798212,3568.2328236253957,1296.1128928677356,1.5492574,1.1361461,0.25360772,0.091343395,0.07454245584375628,0.03678965948161565,0.013420968,0.08796845,2006.987952467043,366.5643484216818,128.81859437730844,101.60762499810782,-7.573932,7.804139,0.86,3.12,0.67,8,0.08,False
TR219551,ART07024718,4648493,22050,210816.0090702948,129.19921875,2229.422624785918,1025.3213109249252,4751.983075246937,2127.014842026886,1.3870726,1.3335825,0.29276398,0.13419546,0.0940802889248348,0.06335260221714557,0.06262178,0.19509235,2375.063486425817,731.3189025255625,137.37881803651163,109.55204348602662,-10.195764,16.14679,0.16,9.78,4.69,11,0.43,False
TR161567,ART07024718,5223322,22050,236885.3514739229,112.34714673913044,2598.6141268251304,834.5991897667128,5718.9829865429265,1803.4275201867083,1.5571184,1.5388907,0.10280139,0.04245169,0.11317284409613311,0.06480242660766015,0.031661354,0.04320652,2682.7944552556805,488.0130963228163,93.66071089489195,65.27311936871774,-6.8961163,7.7451887,0.53,1.25,20.76,14,1.48,False
TR531180,ART07024718,4521473,22050,205055.46485260772,129.19921875,2738.643515706078,1045.692556786635,5809.629921291185,2103.3416434467426,1.3982674,1.3103883,0.31352204,0.12738234,0.11258133597995924,0.07816700166589921,0.060937945,0.15636809,2664.73144019875,664.971546251072,108.48532431509973,90.54451558431548,-9.382648,14.659523,0.81,10.75,5.64,26,0.22,False
TR245679,ART25707984,3770881,22050,171015.0113378685,135.99917763157896,2231.7581861334165,774.7550133520799,4745.323364688688,1740.2761740345418,1.6407508,1.6776346,0.081615776,0.060008775,0.10654454641681374,0.06302219148661543,0.018294828,0.03535271,2252.573535931353,646.7717308199594,157.2923119457992,94.03860006726589,-15.847767,12.547125,0.09,4.25,42.35,105,0.4,False
TR177789,ART25707984,6674976,22050,302720.0,135.99917763157896,2848.464023829829,805.9766347949836,6222.55811625453,1205.937374240297,1.9656585,2.0802336,0.28141192,0.12584852,0.12135905022817917,0.07579710181614739,0.03312038,0.03763606,2783.715722068532,295.30612339629636,154.77073470564642,110.09425943769831,-7.217212,6.374383,0.14,1.28,3.09,69,0.04,False
TR497858,ART25707984,5494272,22050,249173.33333333334,123.046875,2576.2496353064494,780.5881977940405,6146.61791983088,1529.8704613555203,2.0381005,2.4446502,0.29673487,0.10332514,0.07840144398760715,0.057097890963639236,0.020408342,0.041944724,2897.229421683581,383.5275930121129,77.80175525724232,61.82539532742551,-7.3253245,6.8899794,0.05,1.88,4.62,30,0.15,False
TR328499,ART07024718,4147517,22050,188096.0090702948,99.38401442307692,2675.063864764421,923.0619728402451,6036.941547532712,1824.7392309358781,1.4680102,1.5966474,0.23512076,0.10392259,0.09785226168065671,0.06897132903328133,0.035271563,0.060137562,2779.8078594576546,509.22026329774934,101.98781911732594,87.99529912233864,-7.6823416,9.729996,0.67,5.03,5.27,35,0.15,False
TR316521,ART25707984,6865488,22050,311360.0,86.1328125,2696.92172893127,1052.0097548281663,5773.673185822147,2102.7542888298894,1.4916465,1.8123565,0.23927256,0.12773076,0.1222006300685123,0.08410623558009547,0.04369115,0.055543367,2584.3025118924816,707.0260467993137,140.94731940214604,104.1807955639394,-10.388446,8.822251,0.14,5.79,13.4,57,0.24,False
TR614818,ART07024718,4079625,22050,185017.0068027211,172.265625,2519.343376594179,925.0669548118026,5295.423749573542,1803.5304244232823,1.5478907,1.4662277,0.21005839,0.097287305,0.11242980612372945,0.07057747796682039,0.041368883,0.10249546,2511.467297330278,518.613459421008,117.44679900147823,75.14892797423481,-9.806589,12.367783,0.56,6.57,0.19,5,0.04,False
TR866727,ART25707984,6136321,22050,278291.201814059,123.046875,2886.67878635815,1128.266261794964,6087.658035530384,1558.2712495637252,1.4217205,1.611194,0.2178714,0.11862016,0.1388949950071959,0.11985731628720599,0.027422028,0.06558697,2700.4949138161014,416.34171216270914,144.913506691654,114.79200204160671,-10.5272045,11.917744,5.57,28.82,11.03,65,0.17,False
TR737536,ART25707984,1940737,22050,88015.28344671201,103.359375,2018.1782653536166,713.2495104733142,4086.8667670964123,1656.6877906492778,1.4788371,1.2507181,0.17621286,0.0824196,0.09169525170634397,0.045677492250637046,0.03710412,0.14633018,2136.815190438971,579.8456644436893,183.84509384079442,130.39997496160103,-9.360832,12.151256,2.16,0.29,1.86,16,0.12,False
TR156022,ART25707984,4235012,22050,192064.03628117914,135.99917763157896,2226.790564465399,905.4080784944529,5011.156686454493,1937.2487656813835,1.4439608,1.4964917,0.21989179,0.14091189,0.08124770970593569,0.0499889651838024,0.01757325,0.032779794,2464.335716870345,661.5881067130734,117.84423534119374,79.2579199263179,-11.126519,7.987363,0.86,3.43,36.78,65,0.57,False
TR904041,ART25707984,5446644,22050,247013.3333333333,117.45383522727273,2505.3871053565426,849.8329235487087,5464.791142032836,1703.1734022998132,2.0639784,2.5391283,0.27386156,0.12366219,0.10618193989119196,0.06659913530885743,0.030372318,0.041205462,2594.541084050764,473.0545360276138,150.7542437053725,96.16366507913486,-8.112793,6.3379426,0.16,1.49,4.16,54,0.08,False
TR733092,ART25707984,4649985,22050,210883.67346938775,95.703125,2559.4292787650916,988.0717085614293,5167.60603062555,1883.2195119057365,2.1037421,2.3461564,0.23026069,0.11421667,0.11674835329392821,0.07307592978022286,0.03909214,0.087377906,2491.148810641891,504.5868358650183,130.3687189550536,94.54345575976836,-9.41867,9.511498,0.51,5.43,5.18,38,0.14,False
TR887990,ART25707984,3288567,22050,149141.3605442177,107.666015625,2645.242181407249,692.3248197615956,5818.67345091006,1268.675178093952,1.4777435,1.2149726,0.30939984,0.12535639,0.11992972034096216,0.06233735377964553,0.034346323,0.041472644,2654.249238140831,336.0695909236773,156.77238766949642,121.45028222915974,-6.221539,4.771665,0.21,0.05,1.53,19,0.08,False
TR700280,ART25707984,3852870,22050,174733.3333333333,99.38401442307692,2480.1916847370767,1071.894507297838,5412.008380712488,2114.6260158591804,1.7193499,1.8733548,0.26769796,0.15690157,0.09485177945621845,0.08892545404024058,0.030317778,0.055731926,2580.618368780609,615.2636405787384,135.39316391393382,98.60783901279507,-10.104412,12.000675,4.97,3.63,15.53,65,0.24,False
TR709968,ART25707984,3989580,22050,180933.33333333334,161.4990234375,2728.8311119362343,825.2223900989071,6150.080930126596,1263.5111868203853,1.7496372,1.7822602,0.2508569,0.1162285,0.09971783321169639,0.06498421978370651,0.022853017,0.030017959,2816.7193691780653,339.81054543874365,122.34867987785388,75.16002839028705,-8.091563,10.365056,0.33,2.86,13.03,45,0.29,False
TR816395,ART07024718,4249476,22050,192720.0,99.38401442307692,2686.5506390189703,929.0957426034574,5927.631618269955,1754.0886617682086,1.4420187,1.3350749,0.28796205,0.11398245,0.11613593044051204,0.07230777230949131,0.036069453,0.051602967,2715.0220710612784,508.91025707217324,128.66145099660872,78.98523094382227,-8.355503,9.410151,2.37,4.55,0.49,5,0.1,False
TR219883,ART25707984,2403841,22050,109017.73242630385,89.10290948275862,2847.404407914369,943.6384715765067,5838.2928695548735,1472.1276963524638,1.9177433,2.0334666,0.28724682,0.10038657,0.1281430506015758,0.08860009004209284,0.035424247,0.05027898,2621.6094690218397,441.5127005466106,158.62759409700035,87.50616951951464,-7.2257032,6.635255,0.07,1.14,2.58,31,0.08,False
TR828726,ART07024718,3778724,22050,171370.70294784583,103.359375,2024.5697674936046,862.7168667799347,4430.573967630148,1992.7922782179685,1.4322757,1.3128189,0.2572701,0.10724437,0.0806295169819469,0.05523591557166035,0.015767902,0.03484936,2348.9190775113493,632.3303886917452,112.47526487812448,86.37503029827205,-8.087718,6.553816,0.14,0.7,7.22,46,0.16,False
TR519371,ART25707984,5129985,22050,232652.38095238095,129.19921875,2666.242445498819,1013.728796160429,5753.867436026385,1888.0639804621164,1.6432397,1.721133,0.2611229,0.10137043,0.11478312905439121,0.07757520215826468,0.03519424,0.046318892,2701.128263515362,516.6550983386345,130.57205190112504,92.0660913308274,-6.8070765,5.363952,0.14,1.47,3.3,10,0.33,False
TR708095,ART07024718,3898881,22050,176820.0,135.99917763157896,2518.2768475022212,1151.2569675686234,5713.142462337718,2536.1121044562133,1.6224452,1.7465101,0.21402256,0.0975897,0.08915716860474658,0.07114654424415896,0.02516066,0.04040734,2728.0467712411237,746.5665940946194,88.08441785363422,47.78366743076716,-8.805747,8.073401,1.09,5.53,3.51,15,0.23,False
TR313565,ART07024718,4537089,22050,205763.67346938775,129.19921875,2972.539695852251,908.4283572698704,6093.3898636515105,1590.2670158849455,1.6411428,1.771045,0.29204017,0.13520479,0.14078544628751974,0.08315340189535697,0.056263447,0.09560685,2679.719025472894,458.7246494163997,115.84131988830063,92.88003259769204,-8.46884,10.560604,0.33,4.38,8.34,23,0.36,False
TR518927,ART25707984,5348609,22050,242567.3015873016,161.4990234375,2190.048303757565,1113.3651413576792,4741.8578458902675,2380.9713150595294,1.6250395,1.8474288,0.24465059,0.12831184,0.07948603666124246,0.06882884870421141,0.01856365,0.043516498,2496.902361018481,716.8829645769134,119.49551467674887,71.87212342089427,-9.759911,9.944746,0.33,5.0,11.73,49,0.24,False
TR451705,ART25707984,6390527,22050,289819.8185941043,161.4990234375,2340.0494946159833,923.0423046739459,5179.006198613503,1870.7966648691902,1.7421243,1.8381609,0.2945737,0.14567055,0.07680067109137158,0.05805966034493039,0.017787743,0.029443812,2561.8103773767143,516.124797593569,114.19063119152237,69.80760490634893,-9.073234,6.97114,0.21,2.08,8.75,46,0.19,False
TR844218,ART25707984,5203800,22050,236000.0,151.99908088235293,2469.0934813272966,1024.886629910561,5297.397834210356,1864.169354450778,1.6586117,1.8242456,0.26562893,0.14558631,0.09338244393508953,0.07658070814561344,0.024947304,0.036970757,2509.5225764328447,560.8196646775066,114.6511597450957,96.80885300445593,-10.700954,7.1021957,4.6,1.76,19.09,60,0.32,False
TR459679,ART07024718,4343041,22050,196963.31065759636,151.99908088235293,2267.6659133690123,1137.2132193447258,4707.619429460944,2416.5654882060244,1.3703836,1.2885958,0.24690765,0.12734675,0.10331192025595308,0.08881300049442394,0.032648444,0.09358634,2337.0054310185833,802.4914339393811,122.6050278747285,99.62857751300533,-11.387676,15.341682,4.74,14.48,5.87,20,0.29,False
TR939101,ART07024718,628925,22050,28522.67573696145,107.666015625,1888.8167776429088,732.3178410403685,4126.376702826231,1810.218661702262,1.1379039,1.0704358,0.25391072,0.09464212,0.0753268186788039,0.037419016798825,0.014671945,0.0163213,2263.8258114125374,567.4790870763642,94.75318791761148,53.665793967137446,-9.90078,7.3492866,0.0,1.08,0.67,2,0.34,False
TR370663,ART25707984,6083154,22050,275880.0,123.046875,2431.974003184434,924.2572746217057,5245.605715315182,1909.5949112351748,1.6683358,1.8064548,0.23223576,0.15442738,0.10442861477707878,0.07323803461986587,0.029082121,0.041641373,2582.7129788462025,499.9929321701345,128.28906836626552,90.98182161288838,-12.274503,9.789463,0.02,1.79,66.5,98,0.68,False
TR998032,ART07024718,4301220,22050,195066.66666666666,69.83741554054055,2696.419984891082,789.8621202736865,6105.2436442648195,1570.5587177802688,1.6276058,1.8091463,0.2758811,0.11349927,0.08743698434338174,0.07002014167974416,0.032610673,0.048123416,2850.747916614991,384.7314546543015,84.0388722573366,47.52029479503815,-7.106352,8.225152,0.07,5.31,2.14,17,0.13,False
TR895378,ART25707984,3947009,22050,179002.67573696148,172.265625,2726.5765980119977,929.4338078158052,5840.8534187287205,1739.7340528362622,2.035051,2.6016545,0.21432541,0.11839445,0.10847614451605059,0.07017512019124132,0.03974991,0.05884021,2663.8872376106206,498.16562430375257,109.66255698948932,77.20142877968215,-9.643979,6.862271,0.12,0.74,9.36,84,0.11,False
TR759934,ART07024718,3895297,22050,176657.4603174603,135.99917763157896,2558.237721835406,1174.429308775832,5627.124899379025,2497.1543463347953,1.4948971,1.4200227,0.29445308,0.13782747,0.1049589071124655,0.08600042435151281,0.03358892,0.08737801,2709.9320397268734,693.6249113944771,142.29744309717987,104.0806400723212,-10.201848,12.380264,5.2,5.09,6.43,17,0.38,False
TR597065,ART25707984,4271617,22050,193724.12698412698,135.99917763157896,1984.8053639850484,830.3984705677476,4399.901278707005,2032.7490880136372,1.4265041,1.473966,0.2821279,0.11918988,0.06867057822237536,0.044839099714378876,0.022606172,0.09173169,2403.174668808099,587.9122154621474,102.49643076544844,70.74274773548532,-8.792139,11.593354,0.53,7.29,0.7,4,0.17,False
TR459295,ART07024718,7276801,22050,330013.6507936508,161.4990234375,2870.976192342179,844.9757658623639,6186.283364453977,1393.115590678619,1.5325196,1.2986269,0.23290889,0.079258166,0.13699942669123338,0.0715474920686271,0.028987702,0.03617992,2758.515522576327,359.89981624469414,110.20905107262028,76.92937016567876,-6.937001,4.323204,0.26,0.0,3.85,12,0.32,False
TR550536,ART25707984,4282404,22050,194213.33333333334,107.666015625,2765.4382911090674,1016.9285905722598,6269.065809688807,1788.4257754382659,2.045641,2.4015126,0.2790018,0.14820634,0.10635045810295876,0.08947230120440665,0.03852243,0.09252156,2866.844752312671,486.0983464574676,152.72368629124577,102.1862935081703,-8.9625845,8.649454,0.07,1.6,7.01,114,0.06,False
TR618043,ART25707984,6222922,22050,282218.6848072562,107.666015625,1683.6096126296807,715.1944618459905,3039.488240677062,1476.540029877884,1.6176586,1.8242433,0.1034728,0.08940005,0.08715207701306046,0.051132709863161624,0.046839267,0.18958585,1691.165483639948,554.417224277525,241.5560923000842,112.72998654561813,-17.843626,17.099005,0.86,11.47,86.87,200,0.43,False
TR248802,ART25707984,4211844,22050,191013.3333333333,143.5546875,2234.363951100437,859.7727914054213,4865.730469818319,1880.4533263214084,1.4914517,1.4996207,0.1594401,0.11201956,0.08339395055913455,0.057433566743940075,0.015862454,0.02470273,2494.2302048320844,525.1834716488254,142.75467933797364,87.3686939108197,-12.431375,8.547624,1.49,0.12,36.85,136,0.27,False
TR693043,ART25707984,6442739,22050,292187.7097505669,135.99917763157896,2251.4273828365363,772.3528162114472,4917.557139072309,1605.9691206394637,1.434519,1.3957227,0.240639,0.096799985,0.0838079434326327,0.058740156233456825,0.019085366,0.040138435,2423.6582631439796,484.41017568712937,120.73655892171334,89.7456223580189,-7.7738423,8.337396,0.09,6.79,1.72,15,0.11,False
TR809759,ART07024718,5557249,22050,252029.43310657598,92.28515625,1948.8699271908647,932.581863418437,4043.401928114924,1741.9503453421605,1.5598422,1.8179411,0.104628526,0.08220859,0.09463934210905113,0.08591274687751388,0.027763229,0.11574022,2020.234179074809,505.536520761522,112.1126968461539,69.97077698020375,-16.791685,15.231671,41.94,5.43,11.05,73,0.15,False
TR106318,ART07024718,2734849,22050,124029.43310657596,89.10290948275862,2070.5694107816785,1024.474095767392,4325.485200928374,2026.150124071081,1.4768751,1.6009918,0.108576335,0.08731755,0.10051025482029202,0.07628912071058681,0.03243637,0.12961727,2155.937352075501,575.750194772196,129.4987225608918,79.90187796304032,-16.23586,15.251744,22.71,5.72,7.85,13,0.6,False
TR724796,ART25707984,6037290,22050,273800.0,99.38401442307692,2338.208527361319,1103.7102464741392,5268.13411842046,2495.705725874988,1.6779679,1.7155168,0.23852727,0.113184035,0.08481013014649763,0.06071530007797225,0.020865537,0.035718795,2572.5694780813265,767.8201246125064,105.12325801952313,81.35108055311434,-9.062998,8.230349,0.19,11.16,4.99,25,0.2,False
