id,id_artist,num_samples,sr,centroid,rolloff,flux,rms,zcr,spectral_bw
TR226814,ART07024718,1323000,22050,"[1878.17153794 2066.81285631 2815.43990806 ... 4629.63886196 4579.90815988
 4640.52425803]","[3875.9765625  3800.61035156 6696.82617188 ... 8193.38378906 7988.81835938
 7881.15234375]",[0.        0.        0.        ... 0.9982229 0.7741212 0.8143824],[0.23952065 0.26219085 0.28933468 ... 0.13036227 0.12301645 0.10372499],[0.02001953 0.04589844 0.11181641 ... 0.40380859 0.38769531 0.27246094],"[2502.75878877 2427.47764528 2972.20340657 ... 2784.00570878 2698.61772801
 2627.60940908]"
TR232256,ART25707984,1323000,22050,"[3416.92185633 3992.54723498 4037.86353991 ... 3095.6663985  2791.4888651
 2587.90074736]","[7030.59082031 8064.18457031 8139.55078125 ... 6707.59277344 6276.92871094
 5878.56445312]",[0.        0.        0.        ... 1.9493107 0.9055334 1.4730315],[0.12364081 0.15412964 0.17864361 ... 0.18621284 0.16198476 0.12893511],[0.08251953 0.12353516 0.15087891 ... 0.14892578 0.12744141 0.08935547],"[3069.12226189 3223.21556983 3229.9609811  ... 2846.00978402 2636.58027353
 2500.44519737]"
TR343758,ART07024718,1323000,22050,"[2155.00510953 2151.8418815  1813.13425295 ... 2150.33007447 2324.16339294
 2427.25809412]","[5415.60058594 5641.69921875 4242.04101562 ... 4285.10742188 4586.57226562
 4586.57226562]",[0.         0.         0.         ... 0.45255476 0.6669252  0.7454387 ],[0.07363378 0.09414337 0.1142058  ... 0.09902962 0.09172037 0.07177002],[0.02832031 0.0390625  0.06054688 ... 0.1015625  0.12255859 0.10009766],"[2727.23418267 2799.9457434  2489.22444872 ... 2524.35524962 2582.07294195
 2505.63157576]"
TR382463,ART25707984,1323000,22050,"[3499.55330983 3842.59858697 3390.91154722 ... 4064.03516162 4043.82486801
 4165.9470341 ]","[7418.18847656 7676.58691406 7375.12207031 ... 8161.08398438 8128.78417969
 8225.68359375]",[0.        0.        0.        ... 0.1439345 0.2773702 1.5136102],[0.07732917 0.24191548 0.3175494  ... 0.06111569 0.06008811 0.05276272],[0.12158203 0.15234375 0.18066406 ... 0.19042969 0.20654297 0.15429688],"[3142.3649447  3105.29975914 3133.60664028 ... 3197.10657278 3155.11215174
 3125.4143027 ]"
TR553134,ART25707984,1323000,22050,"[1480.46461612 1562.19887713 1704.90401251 ... 2969.60374684 2799.75186864
 2545.93451696]","[2228.68652344 2368.65234375 2723.95019531 ... 7062.890625   6696.82617188
 5663.23242188]",[0.         0.         0.         ... 0.91635585 0.83147645 0.48853278],[0.03828005 0.04707786 0.05460301 ... 0.05115823 0.04413196 0.03462775],[0.04296875 0.06201172 0.08300781 ... 0.13818359 0.12548828 0.08447266],"[1859.84884727 1893.09631569 1938.33664869 ... 2777.41524023 2698.10117371
 2468.58750832]"
TR546164,ART07024718,1323000,22050,"[3535.40697292 4217.67562379 4341.46725594 ... 2037.33090548 2282.50228831
 2431.40844719]","[8871.6796875  9097.77832031 9076.24511719 ... 4295.87402344 4823.4375
 5103.36914062]",[0.       0.       0.       ... 3.331812 2.127267 2.100877],[0.16149332 0.19861774 0.22268264 ... 0.27111483 0.28666103 0.25039485],[0.06152344 0.10644531 0.14111328 ... 0.07177734 0.08056641 0.06640625],"[3770.99854353 3863.35980779 3904.20536232 ... 2476.05959977 2580.33633373
 2642.08971275]"
TR957680,ART25707984,1323000,22050,"[1762.27890601 2224.05126208 3858.03400343 ... 1913.89525478 1867.62393626
 1502.9130122 ]","[4403.54003906 6707.59277344 7870.38574219 ... 5049.53613281 4963.40332031
 3057.71484375]",[0.         0.         0.         ... 0.49725336 0.47368473 0.63824904],[0.20762035 0.25620815 0.29543287 ... 0.2602114  0.24326384 0.2116928 ],[0.01220703 0.02392578 0.05712891 ... 0.02441406 0.02880859 0.01904297],"[2746.43911615 3154.41922206 3393.45002552 ... 2799.53421047 2822.64505857
 2535.01911576]"
TR345528,ART25707984,1323000,22050,"[1781.69705736 2206.96377971 2223.41901132 ... 2820.31907415 2859.18070717
 2598.21733548]","[3779.07714844 4705.00488281 4629.63867188 ... 6115.4296875  6384.59472656
 5932.39746094]",[0.         0.         0.         ... 0.81335557 1.4275362  1.6904569 ],[0.11426499 0.13575996 0.158633   ... 0.34711173 0.3409986  0.27834803],[0.04101562 0.0625     0.08544922 ... 0.11865234 0.11035156 0.08105469],"[2176.67209776 2505.79896623 2477.88218312 ... 2705.15792605 2741.84766238
 2747.52815976]"
TR871111,ART25707984,1323000,22050,"[1500.33554129 1537.50762839 3015.34639261 ... 1729.4721148  1605.49960927
 1501.97056743]","[3240.74707031 3208.44726562 8171.85058594 ... 3456.07910156 3068.48144531
 2777.78320312]",[0.        0.        0.        ... 3.280581  1.8819486 1.4046549],[0.05360442 0.06344511 0.07691097 ... 0.20539986 0.17197771 0.1258263 ],[0.02099609 0.04882812 0.06005859 ... 0.05273438 0.0625     0.05761719],"[2101.55366692 2227.37810064 3382.61444399 ... 2319.72342558 2059.02663903
 1859.92806495]"
TR233630,ART25707984,1323000,22050,"[1969.40979626 2039.17576045 1801.62452637 ... 3482.68815164 2346.24285912
 2203.0523957 ]","[5286.40136719 5264.86816406 4586.57226562 ... 7590.45410156 6136.96289062
 5867.79785156]","[ 0.          0.          0.         ...  0.19211091  1.5001357
 11.670467  ]",[0.25524372 0.2865105  0.30838725 ... 0.28568742 0.3517134  0.35138115],[0.01611328 0.01855469 0.02246094 ... 0.37207031 0.24414062 0.09912109],"[2782.10444149 2719.69900576 2500.72608747 ... 3110.50982034 2848.02019431
 2794.81277222]"
TR508264,ART25707984,1323000,22050,"[2616.34729508 2497.50182493 1895.51800464 ... 2203.52048867 2696.92512957
 2929.3273145 ]","[7245.92285156 6976.7578125  5157.20214844 ... 5663.23242188 6621.45996094
 7321.2890625 ]",[0.        0.        0.        ... 1.6423362 1.0667573 0.6580898],[0.35586426 0.4945224  0.5583088  ... 0.51899743 0.46363157 0.36955374],[0.04541016 0.04882812 0.05615234 ... 0.02539062 0.03759766 0.03613281],"[3239.12193564 3112.82094011 2678.32448085 ... 2770.8451696  3025.45277122
 3207.92298053]"
TR249890,ART25707984,1323000,22050,"[1753.32129237 1982.6122345  2075.25842025 ... 2468.75254876 2323.64217373
 2192.27254182]","[4446.60644531 5038.76953125 5297.16796875 ... 7428.95507812 6890.625
 5813.96484375]",[0.        0.        0.        ... 0.3776621 2.7508736 3.6096482],[0.09824463 0.11775693 0.12901026 ... 0.23122762 0.2533064  0.23616377],[0.00585938 0.0078125  0.01171875 ... 0.0546875  0.0625     0.04882812],"[2532.95963144 2677.89021953 2726.31456746 ... 3195.61640162 3038.49134518
 2837.10156427]"
TR264422,ART25707984,1323000,22050,"[3331.48437982 3386.72798601 3348.96379398 ... 3013.14587407 2586.69251803
 2651.50286772]","[7127.49023438 7127.49023438 7105.95703125 ... 7267.45605469 6298.46191406
 6319.99511719]",[0.        0.        0.        ... 1.1535528 1.1520545 1.5109851],[0.12889655 0.15730481 0.18875675 ... 0.19106627 0.22029726 0.20931594],[0.08789062 0.12597656 0.15234375 ... 0.15722656 0.12011719 0.07666016],"[3010.67152984 3004.07491362 2997.63279628 ... 3034.28804164 2915.74336463
 2933.3852947 ]"
TR942520,ART25707984,1323000,22050,"[3037.49162861 3176.14030649 2914.86347819 ... 4637.42504668 4897.38739305
 3990.52717862]","[5620.16601562 5641.69921875 5598.6328125  ... 8903.97949219 8947.04589844
 7579.6875    ]",[0.         0.         0.         ... 0.09469379 0.03621845 1.4898996 ],[0.14789248 0.16799344 0.27565402 ... 0.03903251 0.10346999 0.10232668],[0.08056641 0.12597656 0.15039062 ... 0.27490234 0.29492188 0.24609375],"[2664.22722825 2629.90949258 2582.20366295 ... 3499.00383062 3276.7010373
 2922.8576503 ]"
TR701532,ART07024718,1323000,22050,"[4491.42003515 4351.76428454 3171.74193823 ... 1618.59693162 1119.6192917
 1967.98049965]","[8527.1484375  8796.31347656 7784.25292969 ... 4554.27246094 2465.55175781
 5006.46972656]",[0.         0.         0.         ... 0.8421789  0.5863259  0.13427702],[0.14680646 0.17594928 0.1924161  ... 0.41161776 0.4069494  0.3617486 ],[0.10009766 0.11474609 0.13427734 ... 0.03125    0.02197266 0.01660156],"[3474.06939312 3545.18330396 3322.27443431 ... 2383.81112324 2035.68831482
 2781.4230901 ]"
TR367642,ART07024718,1323000,22050,"[4920.48739323 5056.23636729 4905.18789844 ... 2497.66848452 2827.96751562
 2783.27484538]","[7622.75390625 7644.28710938 7665.8203125  ... 5770.8984375  6180.02929688
 6233.86230469]",[0.        0.        0.        ... 0.4971925 0.6152566 0.8639128],[0.14900118 0.17224537 0.21043849 ... 0.40759298 0.36383393 0.28501832],[0.21142578 0.31152344 0.35546875 ... 0.09472656 0.10009766 0.08300781],"[2609.05849758 2552.01537302 2601.66066159 ... 2657.21770651 2745.55848934
 2778.83220242]"
TR498962,ART07024718,1323000,22050,"[3139.48165993 3375.59728822 4530.0814564  ... 2278.45658889 2533.62182834
 2642.43041495]","[6330.76171875 6513.79394531 8193.38378906 ... 6503.02734375 6998.29101562
 7030.59082031]",[0.         0.         0.         ... 1.2004256  1.2003512  0.74666506],[0.09274183 0.10889865 0.12982692 ... 0.5080305  0.45947078 0.3623953 ],[0.11816406 0.20507812 0.34912109 ... 0.03564453 0.04931641 0.03955078],"[2728.28802377 2771.16250546 3015.64706392 ... 2979.2278938  3111.63787891
 3124.06536015]"
TR434327,ART25707984,1323000,22050,"[1790.84793794 2170.05671038 2160.97505104 ... 2429.93997648 2627.7920642
 2993.87030028]","[5124.90234375 6104.66308594 5921.63085938 ... 5620.16601562 6061.59667969
 6987.52441406]",[0.        0.        0.        ... 1.0510043 0.7896968 1.1018431],[0.16881655 0.19224374 0.20967555 ... 0.43284532 0.3781039  0.2848024 ],[0.02050781 0.03076172 0.03955078 ... 0.09179688 0.11328125 0.09570312],"[2686.94891263 2879.18981955 2788.67810392 ... 2682.40940878 2763.62466721
 2962.80394574]"
TR405648,ART07024718,1323000,22050,"[1320.27263962 1279.55949679 1212.2888707  ... 1131.2581263  1397.53128907
 1487.1963524 ]","[2400.95214844 2304.05273438 2207.15332031 ... 1916.45507812 2540.91796875
 2637.81738281]",[0.        0.        0.        ... 0.3275776 2.3825138 4.293486 ],[0.23207274 0.27500772 0.28669295 ... 0.43051574 0.40283296 0.33791313],[0.01806641 0.02734375 0.03320312 ... 0.03320312 0.05029297 0.04296875],"[1874.90033007 1755.60698645 1681.36778195 ... 1571.18504753 1675.54839273
 1749.86452609]"
TR219551,ART07024718,1323000,22050,"[1915.31592268 2230.1529727  2705.06660172 ... 3143.26751891 3204.53831777
 2585.76299598]","[4748.07128906 5910.86425781 6481.49414062 ... 7332.05566406 7881.15234375
 6782.95898438]",[0.         0.         0.         ... 0.54263556 0.7685643  0.86992383],[0.24887028 0.31616426 0.35605618 ... 0.29703557 0.28440285 0.23529167],[0.03369141 0.05517578 0.08496094 ... 0.07763672 0.05908203 0.03710938],"[2618.05058089 2835.03991245 2977.21474722 ... 3104.23552406 3263.81407161
 3148.61084174]"
TR161567,ART07024718,1323000,22050,"[3412.65210426 3301.92010351 3145.90306173 ... 1743.2205906  1802.36446949
 2109.02396379]","[7267.45605469 7138.25683594 6739.89257812 ... 3682.17773438 3380.71289062
 4102.07519531]",[0.         0.         0.         ... 0.69437313 1.029523   1.2258027 ],[0.02229276 0.02347046 0.02535441 ... 0.11914788 0.09771804 0.0767137 ],[0.08105469 0.12792969 0.20849609 ... 0.05029297 0.0703125  0.06054688],"[3282.96889045 3180.11097997 2832.5697411  ... 2139.17887205 2100.22649164
 2388.86479379]"
TR531180,ART07024718,1323000,22050,"[3934.23876795 4410.87413322 4831.4246674  ... 2337.92207113 2274.10835463
 2220.94661706]","[8128.78417969 8376.41601562 8451.78222656 ... 5351.00097656 5243.33496094
 5071.06933594]",[0.         0.         0.         ... 1.1474577  1.2293922  0.91581666],[0.24032076 0.27911818 0.3125411  ... 0.31786326 0.31707054 0.28147596],[0.13867188 0.23486328 0.32470703 ... 0.09667969 0.09960938 0.07470703],"[3257.91425348 3216.22868908 3073.12446916 ... 2464.31210439 2442.81233039
 2428.15901335]"
TR245679,ART25707984,1323000,22050,"[2828.63122594 2652.17499483 2374.19263755 ... 1648.83500994 1425.38151655
 1029.12829762]","[7202.85644531 7052.12402344 6040.06347656 ... 3746.77734375 2487.08496094
 1894.921875  ]",[0.         0.         0.         ... 1.8911023  1.5409237  0.65885746],[0.14921728 0.16293848 0.1770457  ... 0.13996002 0.13117109 0.10868583],[0.03759766 0.05615234 0.07421875 ... 0.03320312 0.03027344 0.02441406],"[3225.12673775 3177.8652611  2911.79636273 ... 2462.26030899 2318.28031924
 1916.82165044]"
TR177789,ART25707984,1323000,22050,"[1710.18233998 1901.20688027 1928.55742945 ... 2548.52121722 2603.41444248
 2559.52723649]","[3994.40917969 4726.53808594 4823.4375     ... 5512.5        5695.53222656
 5813.96484375]",[0.        0.        0.        ... 2.1111417 2.610871  1.7466547],[0.24452747 0.29654294 0.3184062  ... 0.24214807 0.21364987 0.15642247],[0.03125    0.04833984 0.07763672 ... 0.09619141 0.11035156 0.08447266],"[2267.49084071 2452.66803385 2445.70835463 ... 2481.26703133 2609.77673156
 2709.13226252]"
TR497858,ART25707984,1323000,22050,"[3150.00655133 3137.06073492 3411.40584884 ... 4382.26331588 2928.93623115
 2445.20721144]","[7848.85253906 8354.8828125  8462.54882812 ... 9431.54296875 8559.44824219
 7095.19042969]",[0.         0.         0.         ... 1.1651455  0.53761226 0.2904231 ],[0.16206162 0.18820842 0.29744115 ... 0.23020808 0.22858241 0.19951594],[0.04638672 0.06201172 0.07861328 ... 0.11132812 0.08251953 0.04345703],"[3491.88961116 3636.34750216 3640.66422538 ... 4021.3970899  3666.07004972
 3221.16483569]"
TR328499,ART07024718,1323000,22050,"[1827.15468301 2393.27544808 2465.79024372 ... 2668.87921741 2754.96335364
 2187.42224065]","[3865.20996094 5652.46582031 5889.33105469 ... 6395.36132812 6739.89257812
 6018.53027344]",[0.         0.         0.         ... 0.34212998 0.39275414 9.128764  ],[0.19195811 0.26194054 0.32855707 ... 0.24216452 0.24175411 0.21317112],[0.03076172 0.03857422 0.04492188 ... 0.04003906 0.04882812 0.04736328],"[2414.63843409 2678.29767475 2807.78056074 ... 2881.09477186 2968.69360388
 2922.79315716]"
TR316521,ART25707984,1323000,22050,"[1235.61864285  762.33128938  389.69327344 ... 2989.1516679  2478.07786334
 2394.2819212 ]","[2691.65039062  882.86132812  355.29785156 ... 6675.29296875 4888.03710938
 5092.60253906]",[0.         0.         0.         ... 0.44485843 0.87903535 0.52469444],[0.00382438 0.00477365 0.00512252 ... 0.1487646  0.18813282 0.16700177],[0.0078125  0.01074219 0.015625   ... 0.18994141 0.14941406 0.10888672],"[2100.48856463 1640.44526736 1127.62674151 ... 2744.86454245 2307.94366618
 2395.66932868]"
TR614818,ART07024718,1323000,22050,"[2480.03845339 2338.54870851 2127.60254406 ... 3015.34786516 2663.09199501
 2084.26559282]","[5749.36523438 5544.79980469 5264.86816406 ... 6944.45800781 6341.52832031
 4166.67480469]",[0.        0.        0.        ... 4.236619  2.7515159 1.7726389],[0.16881604 0.19712459 0.21897073 ... 0.19935201 0.21646187 0.19413957],[0.04296875 0.07617188 0.09667969 ... 0.12109375 0.11523438 0.07958984],"[2649.2208871  2579.02998389 2555.10772085 ... 2997.38938384 2816.16656694
 2303.48639963]"
TR866727,ART25707984,1323000,22050,"[2093.48653542 1987.76129246 1823.44588276 ... 2595.10806524 2464.50092333
 2344.67484104]","[5587.86621094 5146.43554688 4565.0390625  ... 5943.1640625  5544.79980469
 5447.90039062]",[0.        0.        0.        ... 1.24877   0.7307079 1.1225536],[0.23084578 0.2788811  0.316414   ... 0.2809627  0.28789523 0.25623307],[0.03369141 0.05029297 0.06884766 ... 0.11523438 0.09130859 0.05957031],"[2832.39129471 2675.58121281 2488.60649486 ... 2793.6492588  2668.87188838
 2683.15804424]"
TR156022,ART25707984,1323000,22050,"[3331.30587669 3120.47415137 2687.02247738 ... 1886.75278217 2682.09059734
 3182.13595527]","[7622.75390625 7149.0234375  5996.99707031 ... 3671.41113281 5351.00097656
 6535.32714844]",[0.        0.        0.        ... 0.5045128 0.5595342 0.6842351],[0.08305673 0.09567611 0.11411897 ... 0.1357881  0.18119903 0.16780768],[0.06103516 0.08154297 0.11230469 ... 0.11767578 0.12792969 0.10400391],"[3263.20451309 3131.62051765 2883.34686671 ... 1983.2401915  2531.33311679
 2704.66451931]"
TR904041,ART25707984,1323000,22050,"[1595.82341878 1594.45714646 1509.98982336 ... 2488.29376944 2598.16923457
 3582.46596636]","[4005.17578125 4134.375      3391.47949219 ... 7784.25292969 7536.62109375
 8344.11621094]",[0.         0.         0.         ... 0.19838527 0.65997064 0.65310955],[0.39568877 0.47844943 0.5206201  ... 0.35475364 0.33206293 0.2729133 ],[0.01269531 0.01855469 0.01953125 ... 0.03466797 0.03613281 0.03027344],"[2372.08205224 2372.31950551 2262.53821994 ... 3466.44709182 3420.44062534
 3524.81633239]"
TR733092,ART25707984,1323000,22050,"[1794.37709119 1556.17950308  928.64304746 ... 2373.74246714 2371.97780034
 2919.37799643]","[3509.91210938 3380.71289062 2336.35253906 ... 4521.97265625 5114.13574219
 7698.12011719]",[0.         0.         0.         ... 0.49360847 0.04489012 0.21050075],[0.26238516 0.40822268 0.5069983  ... 0.18971972 0.15431912 0.12613209],[0.02783203 0.03173828 0.03369141 ... 0.10693359 0.09912109 0.06884766],"[1950.24362445 1912.84232306 1608.98089549 ... 2380.4398817  2688.86777241
 3280.35463333]"
TR887990,ART25707984,1323000,22050,"[2233.64869549 2351.04233222 2144.79693978 ... 3353.82194488 3499.38666789
 3465.41766944]","[5103.36914062 5211.03515625 4683.47167969 ... 6675.29296875 7138.25683594
 7256.68945312]",[0.        0.        0.        ... 1.1157728 5.642957  5.3587065],[0.21022524 0.26272368 0.28394666 ... 0.27140522 0.30527434 0.26935118],[0.04736328 0.06835938 0.09179688 ... 0.18603516 0.19677734 0.16650391],"[2521.2751288  2566.19507807 2500.21925544 ... 2685.38649487 2774.47263441
 2799.27589188]"
TR700280,ART25707984,1323000,22050,"[2447.47122601 2302.7908312  1624.73954894 ... 1860.36200816 3266.66611256
 3416.10274825]","[5921.63085938 5587.86621094 4026.70898438 ... 4931.10351562 7687.35351562
 7945.75195312]",[0.        0.        0.        ... 1.785995  2.7015488 3.8386836],[0.3034129  0.3653063  0.4175392  ... 0.43206814 0.4377635  0.37885225],[0.01025391 0.01220703 0.01611328 ... 0.05175781 0.06103516 0.05615234],"[2739.81297639 2655.31327294 2328.14968484 ... 2670.92385885 3336.20280822
 3393.82575274]"
TR709968,ART25707984,1323000,22050,"[1595.99474997 1967.02788849 1786.71050042 ... 2803.41370454 2935.48485191
 2824.53032166]","[4521.97265625 4941.87011719 4155.90820312 ... 5598.6328125  5835.49804688
 5803.19824219]",[0.        0.        0.        ... 0.8505115 0.625664  0.7782737],[0.20304696 0.28941646 0.33745143 ... 0.32204244 0.2933106  0.23799151],[0.01220703 0.02978516 0.04638672 ... 0.109375   0.10351562 0.07470703],"[2692.18617404 2614.26979268 2298.0481535  ... 2535.6725651  2600.16587949
 2585.86062948]"
TR816395,ART07024718,1323000,22050,"[2896.78120901 2964.15197723 3627.37167333 ... 4039.68207995 4643.97549118
 5704.17775409]","[8720.94726562 8817.84667969 9226.97753906 ... 7332.05566406 8494.84863281
 9345.41015625]",[0.        0.        0.        ... 2.0910544 1.3151366 1.5053358],[0.43466714 0.50848216 0.55857825 ... 0.26139438 0.2361774  0.19871825],[0.03564453 0.04882812 0.06884766 ... 0.265625   0.36328125 0.29980469],"[3749.4623625  3845.14351644 4087.11464022 ... 2653.37130919 2928.43490101
 3119.35552673]"
TR219883,ART25707984,1323000,22050,"[2896.30396539 3133.38478234 2873.87558277 ... 2925.76464807 3156.35358305
 3065.71243297]","[6126.19628906 6406.12792969 6050.83007812 ... 6319.99511719 6535.32714844
 6276.92871094]",[0.         0.         0.         ... 4.337848   1.5735018  0.88888365],[0.22183481 0.26325428 0.31959245 ... 0.35385627 0.3124019  0.24107188],[0.05615234 0.08544922 0.11523438 ... 0.08642578 0.07958984 0.06738281],"[2815.88007264 2938.38481709 2867.85640438 ... 2689.77679389 2727.33942412
 2776.83188927]"
TR828726,ART07024718,1323000,22050,"[1778.73115496 1679.79569669 1519.7316496  ... 1356.91439571 1444.30139238
 1557.91618802]","[3789.84375    3208.44726562 2551.68457031 ... 3090.01464844 3240.74707031
 3380.71289062]",[0.         0.         0.         ... 0.70016813 0.76421314 0.8901021 ],[0.23637462 0.25789633 0.29220453 ... 0.31606072 0.31835815 0.28106362],[0.03076172 0.04345703 0.06103516 ... 0.04785156 0.05419922 0.04296875],"[2124.1170728  2039.11304208 1925.06004126 ... 1927.15942251 2135.98722793
 2260.51409273]"
